bho,hin,removal_reasons
मुक्केबाजी में गौराव सोलंकी आ मनीष कौशल अपना-अपना वर्ग के क्वाटर फाइनल में चहुँप गइलें।,बॉक्सिंग में गौरव सोलंकी और मनीष कौशिक अपने-अपने वर्ग के क्वार्टर फाइनल में पहुंच गए,true_duplicate
रैली के जिला मूल शिक्षा अधिकारी हरियर झंडा देखावत रवाना कइलन।,रैली को जिला बेसिक शिक्षा अधिकारी ने हरी झंडी दिखाकर रवाना किया,true_duplicate
उप जिलाधिकारी मृतका के परिवार के सहायता देबे के एलान कइले बाड़न.,उप जिलाधिकारी ने मृतक के परिवार को सहायता देने की घोषणा की है,true_duplicate
एकरा खातिर एकल खिड़की प्रणाली के माध्यम से लगानी मित्र पोर्टल शुरू कइल गइल बा।,इसके लिए सिंगल विंडो सिस्टम के माध्यम से निवेश मित्र पोर्टल लॉन्च किया गया है,true_duplicate
एह कार्यक्रमन के फायदा प्रधानमंत्री नरेन्द्र मोदी उठा रहल बाड़न.,इन कार्यक्रमों का फायदा प्रधानमंत्री नरेंद्र मोदी उठा रहे हैं,true_duplicate
अब एह किसानन के आपन खेतन में बिना रासायनिक खाद के प्रयोग कइले परीक्षण करवा के मिट्टी के स्वास्थ्य कार्ड बन गइल बा।,अब इन किसानों ने अपने खेतों में रासायनिक उर्वरकों का अंधाधुंध प्रयोग किए बिना ही परीक्षण कराकर मृदा स्वास्थ्य कार्ड बनवा लिया है,true_duplicate
कहलन कि संबंधित आश्रय गृह में रहे वाला लोग के जाँच कमेटी बनावे के निर्देश दिहल गइल बा.,उन्होंने कहा कि संबंधित संरक्षण गृह में रहने वाले लोगों की जांच कमेटी गठित करने का निर्देश दिया गया है,true_duplicate
आजु आखिरी दिने दुनु उम्मीदवार आपन नामजदगी दाखिल कइलन.,आज आखिरी दिन दोनों उम्मीदवारों ने अपना नामांकन दाखिल किया,true_duplicate
एह मौका पर एगो कार्यक्रम के संबोधित करत ऊ कहलन कि मुगल सराय स्टेशन के उपध्याय अनुसंधान संस्थानन के नींव रखले रहले।,इस मौके पर एक कार्यक्रम को संबोधित करते हुए उन्होंने कहा कि मुगलसराय स्टेशन के उपाध्याय ने शोध संस्थानों की आधारशिला रखी थी,true_duplicate
कहलन कि मुख्यमंत्री योगि आदित्यनाथ कहले बाड़न कि सरकार के लक्ष्य हर गरीब के 2.2 रुपिया में छत उपलब्ध करावे के बा.,"उन्होंने कहा कि मुख्यमंत्री योगी आदित्यनाथ ने कहा है कि सरकार का लक्ष्य हर गरीब को 2,2 रुपये में छत उपलब्ध कराना है",true_duplicate
एह मौका प मानव संसाधन विकास आ उत्तर प्रदेश सरकार का तरफ से काल्हु बनारस मे रैली निकालल गइल.,इस मौके पर मानव संसाधन विकास और उत्तर प्रदेश सरकार की ओर से कल बनारस में एक रैली आयोजित की गई,true_duplicate
अन्य शिव मंदिरन में भी अइसने भीड़ रहे।,अन्य शिव मंदिरों में भी ऐसी ही भीड़ थी,true_duplicate
मंदिरन के बाहर भक्तन के लंबा कतार देखल गइल,मंदिरों के बाहर भक्तों की लंबी कतारें देखी गईं,true_duplicate
एहसे 5 करोड़ रुपिया के लागत में डोमरी गाँव देश के पर्यटन नक्शा पर आ जाई।,इससे 5 करोड़ रुपये की लागत से डोमरी गांव देश के पर्यटन मानचित्र पर आ जाएगा,true_duplicate
केंद्रीय स्वास्थ्य मंत्रालय इलेक्ट्रॉनिक औषधालय से दवाई बेचे खातिर ड्राफ्ट नियम जारी कइले बा.,केंद्रीय स्वास्थ्य मंत्रालय ने इलेक्ट्रॉनिक डिस्पेंसरियों से दवाओं की बिक्री के लिए मसौदा नियम जारी किए हैं,true_duplicate
मथूरा समेत प्रदेश के अन्य स्थानन पर सबेरे मनावल गइल जन्माष्ठमी पर्व आजु मनावल जा रहल बा।,मथुरा सहित प्रदेश में अन्य स्थानों पर सुबह मनाया गया जन्माष्टमी पर्व आज मनाया जा रहा है जन्माष्टमी पर्व,true_duplicate
लागत बा कि दक्खिनी इलाका में बरखा का चलते बाढ़ का तरह जनजीवन अस्तव्यस्त हो गइल बा।,ऐसा लगता है कि दक्षिणी क्षेत्र में बारिश ने बाढ़ की तरह जन-जीवन अस्त-व्यस्त कर दिया है,true_duplicate
"लेह गरीबी, संप्रदायवाद, नस्लवाद, भ्रष्टाचार आ आतंकवाद से मुक्त एगो नया भारत के निर्माण के बात भी कइले बाड़न।","ले ने गरीबी, सांप्रदायिकता, जातिवाद, भ्रष्टाचार और आतंकवाद से मुक्त नये भारत के निर्माण की भी बात कही है",true_duplicate
सुशील चंद्र तिवारी रेडियो न्यूज लखनऊ,सुशील चन्द्र तिवारी आकाशवाणी समाचार लखनऊ,true_duplicate
मौसम विभाग के अनुमान बा कि अगिला कुछ दिन ले आसमान में बदरी आ धुआँ बनल रही.,मौसम विभाग ने अगले कुछ दिनों में आसमान में बादल छाए रहने और कोहरा छाए रहने का अनुमान जताया है,true_duplicate
बेघर आ बेसहारा लोगन के कंबल बाँटल जा रहल बा।,बेघर और निराश्रितों को कंबल बांटे जा रहे हैं,true_duplicate
मामिला के अगिला सुनवाई मार्च में होखे वाला बा.,मामले की अगली सुनवाई मार्च को होगी,true_duplicate
एह मौका पर मुख्यमन्त्री आदित्यनाथ पहिला सरकार पर आरोप लगवलन कि केन्द्र सरकाराज्य में २० कृषि विज्ञान केन्द्र खोले के मंजूरी दे दिहले रहे बाकिर जमीन के कमी का चलते ई संभव ना हो पावल.,इस मौके पर मुख्यमंत्री आदित्यनाथ ने पहली सरकार पर आरोप लगाया कि केंद्र सरकार ने राज्य में 20 कृषि विज्ञान केंद्र खोलने की मंजूरी दी थी लेकिन जमीन की कमी के कारण यह संभव नहीं हो सका.,true_duplicate
एह पखवाड़ा में किशोरन के अनीमिया के जाँच कइल जाई आ पोस्टिक डाइट का बारे में जानकारी दिहल जाई।,इस पखवाड़े में किशोरों की एनीमिया की जांच की जाएगी और पोस्टिक आहार के बारे में जानकारी दी जाएगी,true_duplicate
सुशील चंद्र तिवारी रेडियो न्यूज लखनऊ,सुशील चन्द्र तिवारी आकाशवाणी समाचार लखनऊ,true_duplicate
राज्य भर में शक्तिपीठ आ देवी मंदिरन में होखे वाला नवरात्री मेला के जोड़ दिहल गइल बा।,राज्य भर के शक्तिपीठों और देवी मंदिरों में होने वाले नवरात्रि मेलों को जोड़ा गया है,true_duplicate
राज्य भर में शक्तिपीठ आ देवी मंदिरन में होखे वाला नवरात्री मेला के जोड़ दिहल गइल बा।,राज्य भर के शक्तिपीठों और देवी मंदिरों में होने वाले नवरात्रि मेलों को जोड़ा गया है,true_duplicate
मिर्जापुर जिला के विंध्यचल में मशहूर शक्तिपीठ मां विंध्यवासीनी देवी मंदिर में चैता नवरात्री मेला भक्तन के भारी भीड़ के आकर्षित करत बा।,मिर्ज़ापुर जिले के विंध्याचल में प्रसिद्ध शक्तिपीठ माता विंध्यवासिनी देवी मंदिर में चैत नवरात्रि मेला भक्तों की भारी भीड़ को आकर्षित कर रहा है,true_duplicate
बलरामपुर जिला के देविपाटन में माता पाटेश्वरि देवी मंदिर में बहुते लोग दर्शन पूजा आ धार्मिक संस्कार करत बा.,बलरामपुर जिले के देवीपाटन स्थित माता पाटेश्वरी देवी मंदिर में बड़ी संख्या में लोग दर्शन पूजन और धार्मिक अनुष्ठान कर रहे हैं,true_duplicate
घवाहिलन के इलाज खातिर अस्पताल में भरती करावल गइल बा.,घायलों को इलाज के लिए अस्पताल में भर्ती कराया गया है,true_duplicate
सुशील चंद्र तिवारी एयरवेज न्यूज लखनऊ,सुशील चन्द्र तिवारी आकाशवाणी समाचार लखनऊ,true_duplicate
लोग एस एम एस के जरिए दिहल गइल लिंक पर एगो नौ दू दू नंबर पर मिस कॉल के आपन सुझाव सीधे प्रधानमंत्री के भेज सकेला।,लोग एसएमएस द्वारा दिए गए लिंक पर एक नौ दो दो नंबर पर मिस्ड कॉल करके अपने सुझाव सीधे प्रधानमंत्री को भेज सकते हैं,true_duplicate
अलग मस्जिदन में अलग समय प नमाज पढ़ावल जात रहे।,अलग-अलग मस्जिदों में अलग-अलग समय पर नमाज अदा की गई,true_duplicate
सगरी मस्जिदन आ ईदगाह पर सुरक्षा के सख्त इंतजाम कइल गइल बा.,सभी मस्जिदों और ईदगाहों पर सुरक्षा के कड़े इंतजाम किये गये थे,true_duplicate
एकरे अलावा सफाई आ रोशनी के भी व्यवस्था कइल गइल।,इसके अलावा सफाई और रोशनी की भी व्यवस्था की गई,true_duplicate
"कानपुर , इलाहाबाद , वाराणासी , बरेली , मुरदाबाद , मुजाफरनगर , मथूरा आ गोरखपुर मे आजु ईद के खुशी भरल माहौल में मनावे के खबर बा ।","कानपुर, इलाहाबाद, वाराणसी, बरेली, मुरादाबाद, मुजफ्फरनगर, मथुरा और गोरखपुर में आज हर्षोल्लास भरे माहौल में ईद मनाये जाने की खबर है",true_duplicate
मुख्यमंत्री कहलन कि खुशी के ई त्योहार सुलह के संदेश ले के आवेला।,मुख्यमंत्री ने कहा कि खुशियों का यह त्योहार मेल-मिलाप का संदेश लेकर आता है,true_duplicate
इ त्यौहार सामाजिक एकता के मजबूत करे के साथे-साथे आपसी बंधुत्व के भावना के भी बढ़ावेला।,यह त्योहार सामाजिक एकता को मजबूत करने के साथ-साथ आपसी भाईचारे की भावना को भी बढ़ाता है,true_duplicate
कातिक पुरनवासी के मौका पर आजु राज्य भर के लोग पवित्र नदी आ तालाब में स्नान कइल।,कातिक पुराणवासी के अवसर पर आज राज्य भर में लोगों ने पवित्र नदियों और तालाबों में स्नान किया,true_duplicate
कई जगहा जुलूस निकालल गइल आ गुरुद्वारे पर लंगर लगावल गइल।,कई स्थानों पर जुलूस निकाले गए और गुरुद्वारों में लंगर लगाए गए,true_duplicate
सुशील चंद्र तिवारी एयरवेज न्यूज लखनऊ,सुशील चन्द्र तिवारी आकाशवाणी समाचार लखनऊ,true_duplicate
मुख्यमंत्री योगि आदित्यनाथ उद्यमी लोग से सौर उर्जा के उपयोग खातिर आगे आवे के आह्वान कइले बाड़न।,मुख्यमंत्री योगी आदित्यनाथ ने उद्यमियों से सौर ऊर्जा के उपयोग के लिए आगे आने का आह्वान किया है,true_duplicate
इ न केवल ऊर्जा के बचावेला बल्कि कार्बन डाइऑक्साइड उत्सर्जन के भी कम करेला आउर भारी विदेशी मुद्रा बचत करेला.,इससे न केवल ऊर्जा की बचत होगी बल्कि कार्बन उत्सर्जन में भी कमी आएगी और भारी विदेशी मुद्रा की बचत होगी,true_duplicate
मुख्यमंत्री योगि आदित्यनाथ छठ पर्व का मौका पर प्रदेश के लोगन के शुभकामना दिहले बाड़न.,मुख्यमंत्री योगी आदित्यनाथ ने छठ पर्व के अवसर पर प्रदेशवासियों को शुभकामनाएं दी हैं,true_duplicate
कहलन कि साल 2017 में आजु का दिने नागालैंड खातिर उज्जवल समृद्धि आ शांतिपूर्ण भविष्य के कामना कइल गइल.,उन्होंने कहा कि 2017 में आज ही के दिन नागालैंड के उज्ज्वल समृद्धि और शांतिपूर्ण भविष्य की कामना की गई थी,true_duplicate
कर्नल राजवर्धन सिंह रठौड़ उम्मीद जतवलन कि ई खूबसूरत राज्य आवे वाला समय में विकास आ समृद्धि का माध्यम से जनता के मनोकामना पूरा करी.,कर्नल राज्यवर्धन सिंह राठौड़ ने आशा व्यक्त की कि यह खूबसूरत राज्य आने वाले समय में विकास और समृद्धि के माध्यम से लोगों की इच्छाओं को पूरा करेगा,true_duplicate
दक्खिन विधानसभा से भाजपा विधायक डा॰ सोमेन्द्र तोमर मेरठ जिला में भाजपा पद यात्रा कइलें।,दक्षिण विधानसभा से बीजेपी विधायक डॉ. सोमेंद्र तोमर ने मेरठ जिले में बीजेपी पद यात्रा निकाली,true_duplicate
पट्टी विधानसभा मे कैबिनेटमंत्री मोती सिंह हरियर झंडा देखावत पदयात्रा के रवाना भइल,पट्टी विधानसभा में कैबिनेट मंत्री मोती सिंह ने हरी झंडी दिखाकर पद यात्रा को रवाना किया,true_duplicate
हिंसा में पुलिस निरीक्षक सुबोध कुमार सिंह आ एगो ग्रामीण के मौत हो गइल.,हिंसा में पुलिस इंस्पेक्टर सुबोध कुमार सिंह और एक ग्रामीण की मौत हो गई,true_duplicate
मोदी कहलन कि उनुका भारतीय जनता पार्टी का अगुआई में चल रहल एनडीए के सरकार पर भरोसा नइखे.,श्री मोदी ने कहा कि वह भारतीय जनता पार्टी के नेतृत्व वाली एनडीए सरकार पर विश्वास नहीं करते,true_duplicate
कहलन कि उद्योगपति लोग कोल्ड स्टोर आ पैकेजिंग क्षेत्र में निवेश कइले बा जवन देश ला अच्छा नइखे.,उन्होंने कहा कि देश के उद्योगपतियों ने कोल्ड स्टोर और पैकेजिंग सेक्टर में निवेश किया है जो देश के लिए अच्छा नहीं है,true_duplicate
आज ई कहे के समय आ गइल बा कि सुराज हमनी के जन्मसिद्ध अधिकार ह आ एकरा के आगे ले जाईं।,आज यह कहने का समय है कि सुराज हमारा जन्मसिद्ध अधिकार है और हम इसे लेकर रहेंगे,true_duplicate
भगवान शिव के नगरी शिव मन्दिर आ शिवालय में लोग जल अभिषेके भगवान शिव के पूजा अर्चना कर रहल बा।,भगवान शिव की नगरी शिव मंदिरों और शिवालयों में लोग जलाभिषेक कर भगवान शिव की पूजा-अर्चना कर रहे हैं,true_duplicate
सुशील चंद्र तिवारी रेडियो न्यूज लखनऊ,सुशील चन्द्र तिवारी आकाशवाणी समाचार लखनऊ,true_duplicate
महिला के खिलाफ अपराध आ भीड़ हिंसा प्रधानमंत्री कहलन कि उनुकर पार्टी एकर सख्ती से खिलाफ बा।,महिलाओं के खिलाफ अपराध और भीड़ हिंसा पर प्रधानमंत्री ने कहा कि उनकी पार्टी इसके सख्त खिलाफ है,true_duplicate
एह कानून में राष्ट्रपति रामनाथ कोविंद अपराध रोकथाम संशोधन अधिनियम 2018 के बारह साल खातिर मंजूरी देले बाड़न।,इस अधिनियम में राष्ट्रपति राम नाथ कोविन्द ने बारह वर्षों के लिए अपराध निवारण संशोधन अधिनियम 2018 को मंजूरी दे दी है,true_duplicate
हालांकि कुछ जगह पर नदियन के पानी कम होखे लागल बा बाकिर कई जिलन के तटीय इलाका में रहे वाला लाखों लोग अबहियो बाढ़ में डूबले बा।,"हालाँकि कुछ स्थानों पर नदियाँ घटने लगी हैं, लेकिन कई जिलों में तटीय क्षेत्रों में रहने वाले लाखों लोग अभी भी बाढ़ में डूबे हुए हैं",true_duplicate
"जिला के करनाइलगंज आ तरबगञ्ज तहसील के 350 से अधिका गाँव के 100,000 से अधिका लोग बाढ़ से पीड़ित बा।","जिले के करनैलगंज और तरबगंज तहसीलों के 350 से अधिक गांवों के 100,000 से अधिक लोग बाढ़ से प्रभावित हैं",true_duplicate
एह चलते सगरी राज्यन में अस्थीकालश यात्रा करे के फैसला लिहल गइल बा।,इसलिए सभी राज्यों में अस्थिकलश यात्रा का निर्णय लिया गया है,true_duplicate
उडान योजना विस्तार केन्द्र अंतरराष्ट्रीय मार्गन पर सस्ता हवाई यात्रा उपलब्ध करावे खातिर एगो मसौदा प्लान जारी कइले बा।,उड़ान योजना विस्तार केंद्र ने अंतरराष्ट्रीय मार्गों पर सस्ती हवाई यात्रा उपलब्ध कराने के लिए एक मसौदा योजना जारी की है,true_duplicate
देश के सामान्य नागरिक उडान योजना लागू हो गई।,देश की सामान्य नागरिक उड़ान योजना लागू की गई,true_duplicate
बलरामपुर जिला के श्रीदत्ता ब्लॉक में राप्ति नदी से नदी किनारे बसे वाला सैकड़न गाँवन में बाढ़ आ गइल बा।,बलरामपुर जिले के श्रीदत्त ब्लॉक में राप्ती नदी से नदी के किनारे बसे सैकड़ों गांवों में बाढ़ आ गई है,true_duplicate
जिला प्रशासन द्वारा एकर मरम्मत जोर शोर से कइल जा रहल बा।,जिला प्रशासन द्वारा इसकी मरम्मत जोर-शोर से करायी जा रही है,true_duplicate
ऊ विदेश में शोध करे वाला प्रतिभाशाली भारतीय विद्यार्थियन के अपना विश्वविद्यालय से शोध खातिर वापस आकर्षित करे के कोशिश करत बाड़े.,वह विदेश में शोध कर रहे प्रतिभाशाली भारतीय छात्रों को अपने विश्वविद्यालयों से शोध के लिए वापस आकर्षित करने का प्रयास कर रहे हैं,true_duplicate
विपक्ष के दंगा का चलते ओही दिन विधानसभा के स्थगित क दिहल गइल.,विपक्ष के हंगामे के कारण विधानसभा उसी दिन स्थगित कर दी गई,true_duplicate
सदन का बाहर मीडिया से बतियावत मुख्यमंत्री योगि आदित्यनाथ कहलन कि विपक्ष का लगे कवनो मुद्दा नइखे.,सदन के बाहर मीडिया से बात करते हुए मुख्यमंत्री योगी आदित्यनाथ ने कहा कि विपक्ष के पास कोई मुद्दा नहीं है,true_duplicate
"उड्डयन मन्त्री सुरेश प्रभू, वातावरण मन्त्री डा. हर्षवर्धन आ नागरिक उड्ययन राज्यमन्त्री जयन्त सिन्हा द्वारा उड़ान के स्वागत कइल गइल ।","श्रीमान उड्डयन मंत्री सुरेश प्रभु, पर्यावरण मंत्री डॉ. हर्ष वर्धन और नागरिक उड्डयन राज्य मंत्री जयंत सिन्हा ने उड़ान का स्वागत किया",true_duplicate
एगो नागरिका रूप में ई सुनिश्चित कइल हमनी के अधिकार आ कर्तव्य दुनु बा कि ई ना खाली हमनी के बा बल्कि हमनी के वाई भी बा।,"एक नागरिक के रूप में यह सुनिश्चित करना हमारा अधिकार और कर्तव्य दोनों है कि यह न केवल हमारा है, बल्कि हमारा वाई भी है एक नागरिक के रूप में यह हमारा अधिकार और कर्तव्य दोनों है, हम यह सुनिश्चित करते हैं कि यह केवल हमारा नहीं है, हमारा वाई भी है, हम यह सुनिश्चित करते हैं यह सिर्फ हमारा ही नहीं, एक नागरिक के तौर पर हम सबका अधिकार और कर्तव्य भी है, यह हम सभी का अधिकार और कर्तव्य भी है, देश के सभी लोगों का नाम मतदाता सूची में होने की भी संभावना है सूची",ratio_too_high
फोन लाइन एह महीना के 26 तारीख ले खुलल रही.,फ़ोन लाइन इस महीने की 26 तारीख तक खुली रहेगी,true_duplicate
सुशील चंद्र तिवारी रेडियो न्यूज लखनऊ,सुशील चन्द्र तिवारी आकाशवाणी समाचार लखनऊ,true_duplicate
दुसरका यम पर्व के मौका पर मथूरा में आजु भारी भीड़ जुटल.,यम द्वितीय पर्व के अवसर पर आज मथुरा में भारी भीड़ उमड़ी,true_duplicate
आजु पूरबी जिलन में औरत आ लड़िका गोबर से यमुना के आकृति बना के उनकर पूजा कइलें आ अपना भाई लोग के दीर्घायु होखे के कामना कइलें।,आज पूर्वी जिलों में महिलाओं और लड़कियों ने गोबर से यम की आकृति बनाकर उनकी पूजा की और अपने भाइयों की लंबी उम्र की कामना की,true_duplicate
मुख्यमंत्री योगि आदित्यनाथ आ उपमुख्यमंत्री केशवप्रसाद मौर्या भाई दूज का मौका पर प्रदेश के लोगन के शुभकामना दिहले बाड़न.,मुख्यमंत्री योगी आदित्यनाथ और उप मुख्यमंत्री केशव प्रसाद मौर्य ने भैया दूज के अवसर पर प्रदेशवासियों को शुभकामनाएं दी हैं,true_duplicate
"एह एन.आर.आई. दिवस क जनक भारत की पूर्व प्रधानमंत्री, भारतरत्न से सम्मानित अटलबिहारी वाजपेई क स्मृति हवे।","इस एनआरआई दिवस के जनक भारत के पूर्व प्रधानमंत्री, भारत रत्न से सम्मानित अटल बिहारी वाजपेयी की स्मृति हैं इस एनआरआई दिवस के जनक भारत के पूर्व प्रधान मंत्री, भारत रत्न से सम्मानित अटल बिहारी वाजपेयी की स्मृति हैं इस एनआरआई दिवस के जनक, भारत के पूर्व प्रधान मंत्री, भारत रत्न से सम्मानित अटल बिहारी वाजपेयी की स्मृति",ratio_too_high
घवाहिलन के इलाज खातिर अस्पताल में भरती करावल गइल बा.,घायलों को इलाज के लिए अस्पताल में भर्ती कराया गया है,true_duplicate
सुशील चंद्र तिवारी रेडियो न्यूज लखनऊ,सुशील चन्द्र तिवारी आकाशवाणी समाचार लखनऊ,true_duplicate
एगो ट्वीट में प्रधानमंत्री लोग से नरेन्द्र मोदी एप आ माईजीओवी खुला मंच पर आपन विचार आ सुझाव साझा करे के आग्रह कइले.,"एक ट्वीट संदेश में, प्रधान मंत्री ने लोगों से नरेंद्र मोदी ऐप और माई जीओवी ओपन फोरम पर अपने विचार और सुझाव साझा करने का आग्रह किया",true_duplicate
लोग आपन सन्देश टोल फ्री नम्बर एक आठ सुन सुन एक एगो सात आठ सुन सुन पर भेज सकत बा,लोग अपना संदेश टोल फ्री नंबर एक आठ सुन्न सुन्न एक एक सात आठ सुन्न सुन्न पर भेज सकते हैं,true_duplicate
घवाहिलन के इलाज खातिर अस्पताल में भरती करावल गइल बा.,घायलों को इलाज के लिए अस्पताल में भर्ती कराया गया है,true_duplicate
Multan Singh Yadav आकाशवाणी न्यूज लखनऊ,मुल्तान सिंह यादव आकाशवाणी समाचार लखनऊ,true_duplicate
ई फैसला आजु मुख्यमंत्री योगि आदित्यनाथ के अध्यक्षता में भइल मंत्रिमंडल के बइठक में लिहल गइल.,यह फैसला आज मुख्यमंत्री योगी आदित्यनाथ की अध्यक्षता में हुई कैबिनेट बैठक में लिया गया,true_duplicate
घवाहिलन के अस्पताल में भरती करावल गइल बा.,घायलों को अस्पताल में भर्ती कराया गया है,true_duplicate
घवाहिलन के जिला अस्पताल में भरती करावल गइल बा.,घायलों को जिला अस्पताल में भर्ती कराया गया है,true_duplicate
चुनाव आयोग राजनीतिक दल आ उम्मीदवारन के चुनाव खर्च के निगरानी खातिर विस्तृत दिशा निर्देश जारी कइले बा.,आयोग ने राजनीतिक दलों और उम्मीदवारों के चुनाव खर्च की निगरानी के लिए विस्तृत दिशानिर्देश जारी किए हैं,true_duplicate
"बेशक, फागुन शुक्ल एकदशी, रंगाई वाला एकदशी रंग के त्योहार होली या काशी के शुरुआत के प्रतीक बा, जवना में मंदिर से सड़कन आ घर से कब्रस्तान ले अबिरगुलाल उड़त बाड़े।","बेशक, फागुन शुक्ल एकादशी, रंगीन एकादशी, रंगों के त्योहार होली या काशी की शुरुआत का प्रतीक है, जिसमें मंदिरों से सड़कों और घरों से कब्रिस्तानों तक अबीरगुलाल उड़ते हैं",true_duplicate
सुशील चंद्र तिवारी रेडियो न्यूज लखनऊ,सुशील चन्द्र तिवारी आकाशवाणी समाचार लखनऊ,true_duplicate
नामांकन के अंतिम दिन सवा सोलह गो उम्मीदवार आपन नामांकन दाखिल कइलें।,नामांकन के आखिरी दिन एक सौ सोलह उम्मीदवारों ने अपना नामांकन पत्र दाखिल किया,true_duplicate
नामांकन के जाँच अप्रैल में कइल जाई।,अप्रैल को नामांकन की जांच होगी,true_duplicate
"ई शहरन में महराजगञ्ज, गोरखापुर, कुशीनगर, देवरिया, बांसगँउ, घासी, सलीमपुर, बलिया, गाज़ीपुर, चन्दौली, बनारस, मिर्जापुर आ राबटरगंज शामिल बा।","ये शहर हैं महराजगंज, गोरखपुर, कुशीनगर, देवरिया, बांसगांव, घोसी, सलेमपुर, बलिया, गाजीपुर, चंदौली, वाराणसी, मीरजापुर और राबटर्सगंज",true_duplicate
"ई शहरन में महराजगञ्ज, गोरखापुर, कुशीनगर, देवरिया, बांसगँउ, घासी, सलीमपुर, बलिया, गाज़ीपुर, चन्दौली, बनारस, मिर्जापुर आ राबटरगंज शामिल बा।","ये शहर हैं महराजगंज, गोरखपुर, कुशीनगर, देवरिया, बांसगांव, घोसी, सलेमपुर, बलिया, गाजीपुर, चंदौली, वाराणसी, मीरजापुर और राबटर्सगंज",true_duplicate
दिन भर जवानन के मतदान जारी रहल,पूरे दिन युवाओं का मतदान जारी रहा,true_duplicate
कुछ जगहा ईवीएम में खराबी के खबर आइल जवना के चुनाव अधिकारी तुरते ठीक कर लिहलें।,कुछ जगहों पर ईवीएम मशीनों में खराबी की खबरें आईं जिन्हें चुनाव अधिकारियों ने तुरंत ठीक कर लिया,true_duplicate
चुनाव आयोग दिव्यांगजन आ महिला मतदाता खातिर मतदान केन्द्रन पर विशेष व्यवस्था कइले रहे।,चुनाव आयोग ने मतदान केंद्रों पर दिव्यांगों और महिला मतदाताओं के लिए विशेष व्यवस्था की थी,true_duplicate
हम आकाशवाणी समाचार खातिर लखनऊ के मुलतन सिंह यादव हईं।,मैं आकाशवाणी समाचार के लिए लखनऊ से मुल्तान सिंह यादव हूं,true_duplicate
एह कार्यक्रम के ऑल इण्डिया रेडियो के एफ एम गोल्ड आ अन्य चैनल पर सुनल जा सकेला।,कार्यक्रम को ऑल इंडिया रेडियो के एफएम गोल्ड और अन्य चैनलों पर सुना जा सकता है,true_duplicate
तेज गरम हवा के बीच तापमान बढ़ला से लोगन के जीवन अस्तव्यस्त हो गइल बा।,तेज गर्म हवाओं के बीच तापमान में बढ़ोतरी ने लोगों का जीवन अस्त-व्यस्त कर दिया है,true_duplicate
बाद में प्रधानमंत्री अपना कैबिनेट के सदस्यन के सदन से परिचित करवले.,बाद में प्रधानमंत्री ने अपने मंत्रिमंडल के सदस्यों का सदन से परिचय कराया,true_duplicate
